Date,Open,High,Low,Close,Volume
2025-04-23,177994.55534357735,180479.12479281766,177000.7275638812,179882.828125,3857373
2025-04-24,181671.7412016265,182268.03794517668,176503.83609085812,177199.515625,3162156
2025-04-25,181373.58642048537,183758.7733103986,180976.0552721665,183261.859375,3507810
2025-04-28,182367.3979223901,182764.92903502745,178590.85235233515,180876.65625,2455710
2025-04-29,180876.655835177,181771.10083655975,177994.55527516594,179684.0625,1866386
2025-04-30,177994.54624119718,178888.9911971831,175609.35969190142,176404.421875,2354473
2025-05-02,178292.69027217742,185050.71866599462,177298.86256720428,184851.953125,3886874
2025-05-07,186541.46220682652,190318.00752587788,184752.57231885483,189622.328125,3830097
2025-05-08,194790.24008145035,194790.24008145035,188230.97689503417,189125.421875,5125330
2025-05-09,190814.94476591266,191610.00703577063,185647.04001183587,188926.671875,2539822
2025-05-12,192405.06294871794,193995.18743589742,192305.68016826923,193796.421875,1624884
2025-05-13,199262.4680415617,200256.29581234255,196082.21917506296,197274.8125,3385009
2025-05-14,205722.3433707524,205722.3433707524,202740.86013349515,204728.515625,3333511
2025-05-15,206219.27934071072,206716.19326683294,198268.65652275563,199262.484375,3178957
2025-05-16,204728.5071821516,205473.8779607274,202243.93792023227,203237.765625,2419507
2025-05-19,201747.06165371113,201747.06165371113,196281.00825915244,198169.28125,2482673
2025-05-20,201250.1169941213,206716.16955445547,200256.2892558787,200753.203125,2820546
2025-05-21,203237.79578397758,203734.70971009976,198666.18766365337,199262.484375,1721760
2025-05-22,198666.17080370747,200256.29523235146,195287.156392839,195684.6875,1988587
2025-05-23,198666.16410156252,200256.2884765625,197473.5708203125,198765.546875,1538701
2025-05-26,198765.56342364533,202243.96078355913,195684.69719057882,201747.046875,1459997
2025-05-27,199262.48491512347,202243.96847993828,198765.57098765433,201250.140625,1424916
2025-05-28,205225.44576322116,208206.92923677884,204728.53185096153,206716.1875,3161188
2025-05-29,213561.07241303066,213561.07241303066,206591.71340654482,211072.015625,3827689
2025-05-30,209080.78468826407,209080.78468826407,202111.42519865526,203604.859375,4826628
2025-06-02,204102.66189759035,207587.34149096385,202111.41641566265,206591.71875,1775752
2025-06-04,217045.74885057472,222023.86235632186,215552.31479885057,216547.9375,5108674
2025-06-05,224512.9352728285,228993.2377505568,221028.25556792872,223517.3125,5768506
2025-06-09,231980.11626637555,232477.9276746725,227002.00218340612,227997.625,3666084
2025-06-10,229988.87391540132,231482.3081616052,226504.1940075922,229491.0625,3718655
2025-06-11,234966.97760416666,239945.09153645835,233971.35481770834,238949.46875,4230421
2025-06-12,241438.5154591295,245421.00643577494,233971.3448779193,234469.15625,4994238
2025-06-13,239447.26997080678,241936.32683121017,232726.8164477176,234469.15625,4100610
2025-06-16,236958.22517641127,247412.26452242944,236958.22517641127,246914.453125,3760740
2025-06-17,251892.5534638554,258861.9126506024,246914.43975903615,247910.0625,5044669
2025-06-18,244425.39284355982,250896.94092292088,243927.58145283975,245421.015625,4081001
2025-06-19,245918.8259019309,248905.69423272356,240940.7120172764,244923.203125,2317796
2025-06-20,247910.08000972762,255875.0625,246416.64579280157,255875.0625,3597877
2025-06-23,251394.76517341041,261848.8049132948,247412.27384393063,258364.125,3398736
2025-06-24,268818.11377917416,281761.20814631955,268320.30245736084,277280.90625,5436312
2025-06-25,287734.96186625876,290224.0186298077,282756.84833916085,284748.09375,5466598
2025-06-26,293210.8714803754,297193.3620947099,285743.7015784983,291717.4375,5894020
2025-06-27,286739.3661971831,293210.91439260566,279770.00660211267,282756.875,5134863
2025-06-30,287237.1332405822,293210.86911386985,284748.07662671234,290721.8125,4375298
2025-07-01,289726.2379597198,293210.9177977233,284250.3125,284250.3125,3687981
2025-07-02,282259.0841733871,282259.0841733871,273298.4783266129,277778.78125,4702056
2025-07-03,279769.96285906644,282756.83078994614,275787.47228456015,277280.90625,3642140
2025-07-04,278276.5739949168,280267.81960489834,267822.53454251384,269315.96875,3654933
2025-07-07,264835.66720479704,270809.4040590406,263342.23299123615,269813.78125,2523564
2025-07-08,269813.7743794326,283752.4933510638,267324.71742021275,280765.625,3119395
2025-07-09,281263.4341637011,282756.86832740216,276285.3202846975,279770.0,2626484
2025-07-10,282756.8724747475,295699.96875,282259.06107954547,295699.96875,4556065
2025-07-11,298189.0201082343,305158.37950976234,290721.8493208829,293210.90625,3732533
2025-07-14,291219.703125,301175.9322916667,291219.703125,298686.875,2936976
2025-07-15,294704.34924623114,297193.40625,288730.61243718595,297193.40625,4196196
2025-07-16,297193.40070734796,298189.02349028713,291219.6640097128,294704.34375,3123297
2025-07-17,282259.0629058442,288232.79968692025,266826.909554731,268320.34375,9328322
